Case_N,Source,Entity,Entity_Label,First_Position_Span
1,Text,ECG,Imaging_Test,"[177, 179]"
1,Text,echocardiogram,Imaging_Test,"[182, 195]"
1,Text,bilirubin,Biomarker,"[267, 275]"
1,Text,AST/ALT,Biomarker,"[278, 284]"
1,Text,Histologic grade,Grade,"[360, 375]"
1,Text,primary tumor,Tumor_Finding,"[488, 500]"
1,Text,colectomy,Cancer_Surgery,"[542, 550]"
1,Text,Contrast‑enhanced liver MRI,Imaging_Test,"[600, 626]"
1,Text,CT‑angiography,Imaging_Test,"[632, 645]"
1,Text,involvement,Invasion,"[698, 708]"
1,Text,lesions,Tumor_Finding,"[721, 727]"
1,Text,neoadjuvant therapy,Therapy,"[862, 880]"
1,Text,imaging,Imaging_Test,"[989, 995]"
1,Text,metastases,Metastasis,"[1071, 1080]"
1,Ref_Text,Tumor,Tumor_Finding,"[186, 190]"
1,Ref_Text,High-resolution liver MRI,Imaging_Test,"[295, 319]"
1,Ref_Text,CEA,Biomarker,"[369, 371]"
1,Ref_Text,kinetics,Response_To_Treatment,"[373, 380]"
2,Text,echocardiogram,Imaging_Test,"[179, 192]"
2,Text,T‑stage,Staging,"[501, 507]"
2,Text,colorectal surgery,Cancer_Surgery,"[640, 657]"
2,Text,Liver Metastatic Disease,Metastasis,"[665, 688]"
2,Text,Contrast‑enhanced liver MRI,Imaging_Test,"[751, 777]"
2,Text,biliary involvement,Invasion,"[825, 843]"
2,Text,segment VI resection,Cancer_Surgery,"[1054, 1073]"
2,Ref_Text,extension,Invasion,"[207, 215]"
2,Ref_Text,tumor,Tumor_Finding,"[236, 240]"
2,Ref_Text,Liver MRI,Imaging_Test,"[347, 355]"
2,Ref_Text,lesion,Tumor_Finding,"[419, 424]"
2,Ref_Text,CEA,Biomarker,"[429, 431]"
2,Ref_Text,kinetics,Response_To_Treatment,"[433, 440]"
3,Text,staged,Staging,"[188, 193]"
3,Text,surgery,Cancer_Surgery,"[207, 213]"
3,Text,chemotherapy,Therapy,"[324, 335]"
3,Text,resected,Cancer_Surgery,"[434, 441]"
3,Text,pelvic MRI,Imaging_Test,"[457, 466]"
3,Text,involvement,Invasion,"[496, 506]"
3,Text,primary‑tumor,Tumor_Finding,"[681, 693]"
3,Text,CT chest/abdomen/pelvis,Imaging_Test,"[788, 810]"
3,Text,liver MRI,Imaging_Test,"[816, 824]"
3,Text,lesion,Tumor_Finding,"[847, 852]"
3,Text,size,Tumor_Size,"[855, 858]"
3,Text,response,Response_To_Treatment,"[1143, 1150]"
3,Text,Chest CT,Imaging_Test,"[1197, 1204]"
3,Text,PET‑CT,Imaging_Test,"[1210, 1215]"
3,Text,metastases,Metastasis,"[1240, 1249]"
3,Text,Imaging,Imaging_Test,"[1256, 1262]"
3,Text,CT,Imaging_Test,"[1314, 1315]"
3,Text,MRI,Imaging_Test,"[1320, 1322]"
3,Ref_Text,Response,Response_To_Treatment,"[279, 286]"
3,Ref_Text,therapy,Therapy,"[334, 340]"
3,Ref_Text,tumor,Tumor_Finding,"[361, 365]"
