Case_N,Source,Entity,Entity_Label,First_Position_Span
1,Text,adjuvant therapy,Therapy,"[411, 426]"
1,Text,metastasis,Metastasis,"[527, 536]"
1,Text,involvement,Invasion,"[619, 629]"
1,Text,liver MRI,Imaging_Test,"[682, 690]"
1,Text,contrast‑enhanced MRI,Imaging_Test,"[696, 716]"
1,Text,lesion,Tumor_Finding,"[730, 735]"
1,Text,systemic chemotherapy,Therapy,"[806, 826]"
1,Text,neoadjuvant treatment,Therapy,"[885, 905]"
1,Text,negative,Biomarker_Result,"[1018, 1025]"
1,Ref_Text,Tumor,Tumor_Finding,"[186, 190]"
1,Ref_Text,High-resolution liver MRI,Imaging_Test,"[295, 319]"
1,Ref_Text,CEA,Biomarker,"[369, 371]"
1,Ref_Text,kinetics,Response_To_Treatment,"[373, 380]"
2,Text,colonoscopy,Imaging_Test,"[9, 19]"
2,Text,T/N,Staging,"[35, 37]"
2,Text,liver MRI,Imaging_Test,"[45, 53]"
2,Text,primary tumor,Tumor_Finding,"[111, 123]"
2,Text,resection,Cancer_Surgery,"[205, 213]"
2,Text,extended right hemicolectomy,Cancer_Surgery,"[243, 270]"
2,Text,tumor,Tumor_Finding,"[287, 291]"
2,Text,segment VI anatomical resection,Cancer_Surgery,"[319, 349]"
2,Text,wedge resection,Cancer_Surgery,"[357, 371]"
2,Text,staged,Staging,"[533, 538]"
2,Text,surgery,Cancer_Surgery,"[540, 546]"
2,Text,colon lesion,Tumor_Finding,"[581, 592]"
2,Text,liver resection,Cancer_Surgery,"[624, 638]"
2,Text,Adjuvant systemic therapy,Therapy,"[663, 687]"
2,Text,oxaliplatin‑based chemotherapy,Therapy,"[739, 768]"
2,Text,CAPOX,Therapy,"[777, 781]"
2,Text,FOLFOX,Therapy,"[786, 791]"
2,Text,KRAS,Oncogene,"[802, 805]"
2,Text,mutation,Biomarker_Result,"[807, 814]"
2,Text,bevacizumab,Therapy,"[860, 870]"
2,Text,CEA,Biomarker,"[911, 913]"
2,Text,imaging,Imaging_Test,"[932, 938]"
2,Text,CT,Imaging_Test,"[941, 942]"
2,Text,MRI,Imaging_Test,"[947, 949]"
2,Text,bilirubin,Biomarker,"[1326, 1334]"
2,Text,INR,Biomarker,"[1337, 1339]"
2,Text,albumin,Biomarker,"[1342, 1348]"
2,Text,Primary Tumor,Tumor_Finding,"[1445, 1457]"
2,Text,colon resection,Cancer_Surgery,"[1496, 1510]"
2,Text,Endoscopic,Imaging_Test,"[1589, 1598]"
2,Text,T stage,Staging,"[1609, 1615]"
2,Text,invasion,Invasion,"[1627, 1634]"
2,Text,N stage,Staging,"[1655, 1661]"
2,Text,Histologic grade,Grade,"[1669, 1684]"
2,Text,high‑grade,Grade,"[1714, 1723]"
2,Text,lesion,Tumor_Finding,"[1858, 1863]"
2,Text,segment VI resection,Cancer_Surgery,"[2033, 2052]"
2,Text,involvement,Invasion,"[2174, 2184]"
2,Text,metastasis,Metastasis,"[2387, 2396]"
2,Ref_Text,extension,Invasion,"[207, 215]"
2,Ref_Text,tumor,Tumor_Finding,"[236, 240]"
2,Ref_Text,Liver MRI,Imaging_Test,"[347, 355]"
2,Ref_Text,lesion,Tumor_Finding,"[419, 424]"
2,Ref_Text,CEA,Biomarker,"[429, 431]"
2,Ref_Text,kinetics,Response_To_Treatment,"[433, 440]"
3,Text,surgically resected,Cancer_Surgery,"[425, 443]"
3,Text,thoraco‑abdominal CT,Imaging_Test,"[797, 816]"
3,Text,PET‑CT,Imaging_Test,"[822, 827]"
3,Text,metastases,Metastasis,"[1042, 1051]"
3,Ref_Text,Response,Response_To_Treatment,"[279, 286]"
3,Ref_Text,therapy,Therapy,"[334, 340]"
3,Ref_Text,tumor,Tumor_Finding,"[361, 365]"
3,Ref_Text,Liver MRI,Imaging_Test,"[425, 433]"
3,Ref_Text,segment III,Staging,"[464, 474]"
3,Ref_Text,lesion,Tumor_Finding,"[476, 481]"
3,Ref_Text,metastasis,Metastasis,"[539, 548]"
3,Ref_Text,systemic therapy,Therapy,"[556, 571]"
3,Ref_Text,CEA,Biomarker,"[576, 578]"
3,Ref_Text,kinetics,Response_To_Treatment,"[580, 587]"
3,Ref_Text,CT chest/abdomen,Imaging_Test,"[645, 660]"
4,Text,ECG,Imaging_Test,"[166, 168]"
4,Text,echocardiogram,Imaging_Test,"[171, 184]"
4,Text,bilirubin,Biomarker,"[249, 257]"
4,Text,INR,Biomarker,"[260, 262]"
4,Text,albumin,Biomarker,"[265, 271]"
4,Text,resected,Cancer_Surgery,"[447, 454]"
4,Text,primary lesion,Tumor_Finding,"[551, 564]"
4,Text,Clinical T‑stage,Staging,"[571, 586]"
4,Text,primary tumor,Tumor_Finding,"[595, 607]"
4,Text,invasion,Invasion,"[619, 626]"
4,Text,colon resection,Cancer_Surgery,"[648, 662]"
4,Text,involvement,Invasion,"[755, 765]"
4,Text,infiltration,Invasion,"[889, 900]"
4,Text,infiltrative,Histological_Type,"[917, 928]"
4,Text,MRI,Imaging_Test,"[941, 943]"
4,Text,systemic therapy,Therapy,"[1005, 1020]"
4,Text,radiologic response,Response_To_Treatment,"[1038, 1056]"
4,Text,thoraco‑abdominal CT,Imaging_Test,"[1114, 1133]"
4,Text,PET‑CT,Imaging_Test,"[1139, 1144]"
4,Text,metastases,Metastasis,"[1197, 1206]"
4,Ref_Text,extension,Invasion,"[207, 215]"
4,Ref_Text,tumor,Tumor_Finding,"[261, 265]"
4,Ref_Text,MRI,Imaging_Test,"[359, 361]"
4,Ref_Text,hepatectomy,Cancer_Surgery,"[452, 462]"
4,Ref_Text,Response,Response_To_Treatment,"[485, 492]"
4,Ref_Text,metastasis,Metastasis,"[503, 512]"
4,Ref_Text,systemic therapy,Therapy,"[520, 535]"
4,Ref_Text,PET-CT,Imaging_Test,"[576, 581]"
4,Ref_Text,very high,Biomarker_Result,"[618, 626]"
4,Ref_Text,CEA,Biomarker,"[628, 630]"
5,Text,PET‑CT,Imaging_Test,"[80, 85]"
5,Text,liver MRI,Imaging_Test,"[92, 100]"
5,Text,metastases,Metastasis,"[201, 210]"
5,Text,involvement,Invasion,"[255, 265]"
5,Text,synchronous,Response_To_Treatment,"[429, 439]"
5,Text,lesions,Tumor_Finding,"[456, 462]"
5,Text,spread,Invasion,"[541, 546]"
5,Text,resectable,Cancer_Surgery,"[566, 575]"
5,Text,sigmoid colectomy,Cancer_Surgery,"[640, 656]"
5,Text,oncologic resection,Cancer_Surgery,"[668, 686]"
5,Text,lymphadenectomy,Cancer_Surgery,"[693, 707]"
5,Text,parenchymal‑sparing liver metastasectomy,Cancer_Surgery,"[724, 763]"
5,Text,Staged approach,Staging,"[920, 934]"
5,Text,sigmoid resection,Cancer_Surgery,"[1013, 1029]"
5,Text,liver resection,Cancer_Surgery,"[1081, 1095]"
5,Text,surgery,Cancer_Surgery,"[1266, 1272]"
5,Text,adjuvant chemotherapy,Therapy,"[1286, 1306]"
5,Text,FOLFOX,Therapy,"[1318, 1323]"
5,Text,CAPOX,Therapy,"[1328, 1332]"
5,Text,neoadjuvant chemotherapy,Therapy,"[1466, 1489]"
5,Text,adjuvant therapy,Therapy,"[1539, 1554]"
5,Text,anti‑EGFR therapy,Therapy,"[1625, 1641]"
5,Text,adjuvant,Therapy,"[1650, 1657]"
5,Text,CEA,Biomarker,"[1718, 1720]"
